sku,name,store_view_code,description,series_description,short_description
LME0515SC,,power_store_view,"15V 16mA, Isolated 250mW Single Output 1kVDC, DC-DC Converter, 4.5-5.5V Input",The LME series of DC-DC converters are optimised for low-power operation. They are ideally suited to generating a negative supply where only a positive rail exists.,"15V 16mA, Isolated 250mW Single Output 1kVDC, DC-DC Converter, 4.5-5.5V Input"
LME1205SC,,power_store_view,"5V 50mA, Isolated 250mW Single Output 1kVDC, DC-DC Converter, 10.8-13.2V Input",The LME series of DC-DC converters are optimised for low-power operation. They are ideally suited to generating a negative supply where only a positive rail exists.,"5V 50mA, Isolated 250mW Single Output 1kVDC, DC-DC Converter, 10.8-13.2V Input"
LME1209DC,,power_store_view,"9V 28mA, Isolated 250mW Single Output 1kVDC, DC-DC Converter, 10.8-13.2V Input",The LME series of DC-DC converters are optimised for low-power operation. They are ideally suited to generating a negative supply where only a positive rail exists.,"9V 28mA, Isolated 250mW Single Output 1kVDC, DC-DC Converter, 10.8-13.2V Input"
LME1212SC,,power_store_view,"12V 21mA, Isolated 250mW Single Output 1kVDC, DC-DC Converter, 10.8-13.2V Input",The LME series of DC-DC converters are optimised for low-power operation. They are ideally suited to generating a negative supply where only a positive rail exists.,"12V 21mA, Isolated 250mW Single Output 1kVDC, DC-DC Converter, 10.8-13.2V Input"
LME1215SC,,power_store_view,"15V 16mA, Isolated 250mW Single Output 1kVDC, DC-DC Converter, 10.8-13.2V Input",The LME series of DC-DC converters are optimised for low-power operation. They are ideally suited to generating a negative supply where only a positive rail exists.,"15V 16mA, Isolated 250mW Single Output 1kVDC, DC-DC Converter, 10.8-13.2V Input"
NMA0505DC,,power_store_view,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 4.5-5.5V Input",The NMA series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. They are ideally  suited for providing dual rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 4.5-5.5V Input"
NMA0509DC,,power_store_view,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 4.5-5.5V Input",The NMA series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. They are ideally  suited for providing dual rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 4.5-5.5V Input"
NMA0512DC,,power_store_view,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 4.5-5.5V Input",The NMA series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. They are ideally  suited for providing dual rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 4.5-5.5V Input"
NMA0515DC,,power_store_view,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 4.5-5.5V Input",The NMA series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. They are ideally  suited for providing dual rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 4.5-5.5V Input"
NMA1205DC,,power_store_view,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 10.8-13.2V Input",The NMA series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. They are ideally  suited for providing dual rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 10.8-13.2V Input"
NMA1209DC,,power_store_view,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 10.8-13.2V Input",The NMA series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. They are ideally  suited for providing dual rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;9V &plusmn;55mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 10.8-13.2V Input"
NMA1212DC,,power_store_view,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 10.8-13.2V Input",The NMA series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. They are ideally  suited for providing dual rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 10.8-13.2V Input"
NMA1215DC,,power_store_view,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 10.8-13.2V Input",The NMA series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. They are ideally  suited for providing dual rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 10.8-13.2V Input"
NMA1515DC,,power_store_view,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 13.5-16.5V Input",The NMA series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. They are ideally  suited for providing dual rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 13.5-16.5V Input"
CMR0512S3C,,power_store_view,"&plusmn;12V &plusmn;31mA, Isolated 0.75W Dual Output 3kVDC, DC-DC Converter, 4.5 - 5.5V Input","The CMR series are a cost effective 0.75W DC-DC converter series, in an industry standard packagewith industry standard pinouts., Popular input and output voltages are available as a lower power alternative to a 1W DC-DC converter. The galvanic isolation allows the device to be configured toprovide an isolated negative rail in systems where only positive rails exist. The wide temperatur range guarantees startup from -40&deg;C and full 0.75 watt output at 85&deg;C.","&plusmn;12V &plusmn;31mA, Isolated 0.75W Dual Output 3kVDC, DC-DC Converter, 4.5 - 5.5V Input"
CMR1215S3C,,power_store_view,"&plusmn;15V &plusmn;25mA, Isolated 0.75W Dual Output 3kVDC, DC-DC Converter, 10.8 - 13.2V Input","The CMR series are a cost effective 0.75W DC-DC converter series, in an industry standard packagewith industry standard pinouts., Popular input and output voltages are available as a lower power alternative to a 1W DC-DC converter. The galvanic isolation allows the device to be configured toprovide an isolated negative rail in systems where only positive rails exist. The wide temperatur range guarantees startup from -40&deg;C and full 0.75 watt output at 85&deg;C.","&plusmn;15V &plusmn;25mA, Isolated 0.75W Dual Output 3kVDC, DC-DC Converter, 10.8 - 13.2V Input"
CMR0515S3C,,power_store_view,"&plusmn;15V &plusmn;25mA, Isolated 0.75W Dual Output 3kVDC, DC-DC Converter, 4.5 - 5.5V Input","The CMR series are a cost effective 0.75W DC-DC converter series, in an industry standard packagewith industry standard pinouts., Popular input and output voltages are available as a lower power alternative to a 1W DC-DC converter. The galvanic isolation allows the device to be configured toprovide an isolated negative rail in systems where only positive rails exist. The wide temperatur range guarantees startup from -40&deg;C and full 0.75 watt output at 85&deg;C.","&plusmn;15V &plusmn;25mA, Isolated 0.75W Dual Output 3kVDC, DC-DC Converter, 4.5 - 5.5V Input"
CMR0505SA3C,,power_store_view,"5V 150mA, Isolated 0.75W Single Output 3kVDC, DC-DC Converter, 4.5 - 5.5V Input","The CMR series are a cost effective 0.75W DC-DC converter series, in an industry standard packagewith industry standard pinouts., Popular input and output voltages are available as a lower power alternative to a 1W DC-DC converter. The galvanic isolation allows the device to be configured toprovide an isolated negative rail in systems where only positive rails exist. The wide temperatur range guarantees startup from -40&deg;C and full 0.75 watt output at 85&deg;C.","5V 150mA, Isolated 0.75W Single Output 3kVDC, DC-DC Converter, 4.5 - 5.5V Input"
CMR118C,,power_store_view,"5V 150mA, Isolated 0.75W Single Output 1kVDC, DC-DC Converter, 21.6 - 26.4V Input","The CMR series are a cost effective 0.75W DC-DC converter series, in an industry standard packagewith industry standard pinouts., Popular input and output voltages are available as a lower power alternative to a 1W DC-DC converter. The galvanic isolation allows the device to be configured toprovide an isolated negative rail in systems where only positive rails exist. The wide temperatur range guarantees startup from -40&deg;C and full 0.75 watt output at 85&deg;C.","5V 150mA, Isolated 0.75W Single Output 1kVDC, DC-DC Converter, 21.6 - 26.4V Input"
CMR100C,,power_store_view,"5V 150mA, Isolated 0.75W Single Output 1kVDC, DC-DC Converter, 4.5 - 5.5V Input","The CMR series are a cost effective 0.75W DC-DC converter series, in an industry standard packagewith industry standard pinouts., Popular input and output voltages are available as a lower power alternative to a 1W DC-DC converter. The galvanic isolation allows the device to be configured toprovide an isolated negative rail in systems where only positive rails exist. The wide temperatur range guarantees startup from -40&deg;C and full 0.75 watt output at 85&deg;C.","5V 150mA, Isolated 0.75W Single Output 1kVDC, DC-DC Converter, 4.5 - 5.5V Input"
CRV1D1212SC,,power_store_view,"&plusmn;12V &plusmn;42mA, Isolated 1W dual output 3kVDC, DC-DC Converters, 10.8-13.2V input",The CRV1 series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefit of 3kVDC galvanic isolation to reduce switching noise. Available in SIP package with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total loaddoes not exceed 1 watt.,"12V,  3kVDC Isolated 1W dual output, DC/DC Converters, 10.8 - 13.2V input"
CRV1S1215SC,,power_store_view,"15V 67mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 10.8 - 13.2V input",The CRV1 series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefit of 3kVDC galvanic isolation to reduce switching noise. Available in SIP package with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total loaddoes not exceed 1 watt.,"15V 67mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 10.8 - 13.2V input"
CRR1S0505SC,,power_store_view,"5V 200mA, Isolated 1W Single Output 1kVDC, DC-DC Converter, 4.4-5.5V Input",The CRR1 series of industrial temperature range DC-DC converters is the standard building block for on-board distributed power systems. It is ideally suited for providing single rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. Surface mount technology and advanced packaging materials produce rugged reliable performance over an extended temperature range from -40&deg;C to 85&deg;C.,"5V 200mA, Isolated 1W Single Output 1kVDC, DC-DC Converter, 4.4-5.5V Input"
CRV1D0512SC,,power_store_view,"&plusmn;12V &plusmn;42mA, Isolated 1W dual output 3kVDC, DC-DC Converters, 4.5-5.5V input",The CRV1 series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefit of 3kVDC galvanic isolation to reduce switching noise. Available in SIP package with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total loaddoes not exceed 1 watt.,"12V,  3kVDC Isolated 1W dual output, DC/DC Converters, 4.5 - 5.5V input"
CRV1S0505SC,,power_store_view,"5V 200mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 4.5 - 5.5V input",The CRV1 series of industrial temperature range DC-DC converters are the standard buliding blocks for on-board distributed power systems. They are ideally suited for providing local supplies on control system boards with the added benefit of 3kVDC galvanic isolation to reduce switching noise. Available in SIP package with dual and single output pinout. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"5V 200mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 4.5 - 5.5V input"
CRV2S0505SC,,power_store_view,"5V 400mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 4.5 - 5.5V input","The CRV2 series of industrial temperature range DC-DC converters, available in industry standard SIP packaging offers a power upgrade path from the 1W NMV series. The un-regulated CRV2 series has superior output voltage set point accuracy in conjunction with excellent load regulation for this converter type.","5V 400mA, Isolated 2W Single Output 3kVDC, DC-DC Converter, 4.5 - 5.5V input"
CRE1S0505SC,,power_store_view,"5V 200mA, Isolated 1W single Output DC-DC Converter 1kVDC, 4.5-5.5V Input","The CRE1 series are a cost effective 1W DC-DC converter series, in industry standard packages with industry standard pinout. Popular input and output voltages are available. The galvanic isolation allows the device to be configured to provide an isolated negative rail in systems where only positive rails exist. The wide temperature range guarantees startup from -40&deg;C and full 1 watt output at 85&deg;C.","5V 200mA, Isolated 1W single Output DC-DC Converter 1kVDC, 4.5-5.5V Input"
CME0505DPC,,power_store_view,"5V, Isolated 0.75W Input Single Output 1kVDC, DC-DC Converter, 4.5 - 5.5V Input","The CME series are a cost effective 0.75W DC-DC
converter series, in industry standard packages
with industry standard pinout., Popular input and
output voltages are available as a lower power
alternative to a 1W DC-DC converter. The galvanic
isolation allows the device to be configured to
provide an isolated negative rail in systems where
only positive rails exist. The wide temperature
range guarantees startup from -40&deg;C and full 0.75
watt output at 85&deg;C.","5V, Isolated 0.75W Input Single Output 1kVDC, DC-DC Converter, 4.5 - 5.5V Input"
CME0505SPC,,power_store_view,"5V, Isolated 0.75W Input Single Output 1kVDC, DC-DC Converter, 4.5 - 5.5V Input","The CME series are a cost effective 0.75W DC-DC
converter series, in industry standard packages
with industry standard pinout., Popular input and
output voltages are available as a lower power
alternative to a 1W DC-DC converter. The galvanic
isolation allows the device to be configured to
provide an isolated negative rail in systems where
only positive rails exist. The wide temperature
range guarantees startup from -40&deg;C and full 0.75
watt output at 85&deg;C.","5V, Isolated 0.75W Input Single Output 1kVDC, DC-DC Converter, 4.5 - 5.5V Input"
CMR0505SAP3C,,power_store_view,"5V 150mA, Isolated 0.75W Input Single Output 3kVDC, DC-DC Converter, 4.5 - 5.5V Input","The CMR series are a cost effective 0.75W DC-DC
converter series, in an industry standard package
with industry standard pinouts., Popular input and
output voltages are available as a lower power
alternative to a 1W DC-DC converter. The galvanic
isolation allows the device to be configured to
provide an isolated negative rail in systems where
only positive rails exist. The wide temperature
range guarantees startup from -40&deg;C and full
0.75 watt output at 85&deg;C.","5V 150mA, Isolated 0.75W Input Single Output 3kVDC, DC-DC Converter, 4.5 - 5.5V Input"
CMR100PC,,power_store_view,"5V 150mA, Isolated 0.75W Input Single Output 1kVDC, DC-DC Converter, 4.5 - 5.5V Input","The CMR series are a cost effective 0.75W DC-DC
converter series, in an industry standard package
with industry standard pinouts., Popular input and
output voltages are available as a lower power
alternative to a 1W DC-DC converter. The galvanic
isolation allows the device to be configured to
provide an isolated negative rail in systems where
only positive rails exist. The wide temperature
range guarantees startup from -40&deg;C and full
0.75 watt output at 85&deg;C.","5V 150mA, Isolated 0.75W Input Single Output 1kVDC, DC-DC Converter, 4.5 - 5.5V Input"
NMR100PC,,power_store_view,"5V 200mA, Isolated 1W Single Output DC-DC Converter 1kVDC, 4.5-5.5V Input",The NMR series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. They are ideally suited for providing single rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. Surface mount  technology and advanced packaging materials produce rugged reliable performance over an extended temperature range from -40&deg;C to 85&deg;C. For the NMR100PC protection is continuous and auto-resetting on removal of the short circuit.,"5V 200mA, Isolated 1W Single Output DC-DC Converter 1kVDC, 4.5-5.5V Input"
NMA1505DC,,power_store_view,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 13.5-16.5V Input",The NMA series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. They are ideally  suited for providing dual rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 13.5-16.5V Input"
NMA1512DC,,power_store_view,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 13.5-16.5V Input",The NMA series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. They are ideally  suited for providing dual rail supplies on primarily digital boards with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 1kVDC, DC-DC Converter, 13.5-16.5V Input"
NMG0524SC,,power_store_view,"24V 83mA, Isolated 2W Single Output 1kVDC ,DC-DC Converter,  4.5-5.5V Input",The NMG series of DC-DC Converters is particularly suited to isolating and/or converting DC power rails. The galvanic isolation allows the device to be configured to provide an isolated negative rail in systems where only positive rails exist. The wide temperature range guarantees startup from -40&deg;C and full 2 watt output at 85&deg;C.,"24V 83mA, Isolated 2W single Output DC-DC Converter, 4.5-5.5V Input"
NMG1224SC,,power_store_view,"24V 83mA, Isolated 2W Single Output 1kVDC, DC-DC Converter, 10.8-13.2V Input",The NMG series of DC-DC Converters is particularly suited to isolating and/or converting DC power rails. The galvanic isolation allows the device to be configured to provide an isolated negative rail in systems where only positive rails exist. The wide temperature range guarantees startup from -40&deg;C and full 2 watt output at 85&deg;C.,"24V 83mA, Isolated 2W single Output DC-DC Converter, 10.8-13.2V Input"
NMG1505SC,,power_store_view,"5V 400mA, Isolated 2W Single Output 1kVDC, DC-DC Converter, 13.5-16.5V Input",The NMG series of DC-DC Converters is particularly suited to isolating and/or converting DC power rails. The galvanic isolation allows the device to be configured to provide an isolated negative rail in systems where only positive rails exist. The wide temperature range guarantees startup from -40&deg;C and full 2 watt output at 85&deg;C.,"5V 400mA, Isolated 2W single Output DC-DC Converter, 13.5-16.5V Input"
NMG1509SC,,power_store_view,"9V 222mA, Isolated 2W Single Output 1kVDC, DC-DC Converter, 13.5-16.5V Input",The NMG series of DC-DC Converters is particularly suited to isolating and/or converting DC power rails. The galvanic isolation allows the device to be configured to provide an isolated negative rail in systems where only positive rails exist. The wide temperature range guarantees startup from -40&deg;C and full 2 watt output at 85&deg;C.,"9V 222mA, Isolated 2W single Output DC-DC Converter, 13.5-16.5V Input"
NMG1512SC,,power_store_view,"12V 167mA, Isolated 2W Single Output 1kVDC, DC-DC Converter, 13.5-16.5V Input",The NMG series of DC-DC Converters is particularly suited to isolating and/or converting DC power rails. The galvanic isolation allows the device to be configured to provide an isolated negative rail in systems where only positive rails exist. The wide temperature range guarantees startup from -40&deg;C and full 2 watt output at 85&deg;C.,"12V 167mA, Isolated 2W single Output DC-DC Converter, 13.5-16.5V Input"
NMG1515SC,,power_store_view,"15V 133mA, Isolated 2W Single Output 1kVDC, DC-DC Converter, 13.5-16.5V Input",The NMG series of DC-DC Converters is particularly suited to isolating and/or converting DC power rails. The galvanic isolation allows the device to be configured to provide an isolated negative rail in systems where only positive rails exist. The wide temperature range guarantees startup from -40&deg;C and full 2 watt output at 85&deg;C.,"15V 133mA, Isolated 2W single Output DC-DC Converter, 13.5-16.5V Input"
NMG2405SC,,power_store_view,"5V 400mA, Isolated 2W Single Output 1kVDC, DC-DC Converter, 21.6-26.4V Input",The NMG series of DC-DC Converters is particularly suited to isolating and/or converting DC power rails. The galvanic isolation allows the device to be configured to provide an isolated negative rail in systems where only positive rails exist. The wide temperature range guarantees startup from -40&deg;C and full 2 watt output at 85&deg;C.,"5V 400mA, Isolated 2W single Output DC-DC Converter, 21.6-26.4V Input"
NMG2409SC,,power_store_view,"9V 222mA, Isolated 2W Single Output 1kVDC, DC-DC Converter, 21.6-26.4V Input",The NMG series of DC-DC Converters is particularly suited to isolating and/or converting DC power rails. The galvanic isolation allows the device to be configured to provide an isolated negative rail in systems where only positive rails exist. The wide temperature range guarantees startup from -40&deg;C and full 2 watt output at 85&deg;C.,"9V 222mA, Isolated 2W single Output DC-DC Converter, 21.6-26.4V Input"
NMG2412SC,,power_store_view,"12V 167mA, Isolated 2W Single Output 1kVDC, DC-DC Converter, 21.6-26.4V Input",The NMG series of DC-DC Converters is particularly suited to isolating and/or converting DC power rails. The galvanic isolation allows the device to be configured to provide an isolated negative rail in systems where only positive rails exist. The wide temperature range guarantees startup from -40&deg;C and full 2 watt output at 85&deg;C.,"12V 167mA, Isolated 2W single Output DC-DC Converter, 21.6-26.4V Input"
NMG2415SC,,power_store_view,"15V 133mA, Isolated 2W Single Output 1kVDC, DC-DC Converter, 21.6-26.4V Input",The NMG series of DC-DC Converters is particularly suited to isolating and/or converting DC power rails. The galvanic isolation allows the device to be configured to provide an isolated negative rail in systems where only positive rails exist. The wide temperature range guarantees startup from -40&deg;C and full 2 watt output at 85&deg;C.,"15V 133mA, Isolated 2W single Output DC-DC Converter, 21.6-26.4V Input"
NME0505DPC,,power_store_view,"5V 200mA, Isolated 1W Single Output DC-DC Converter 1kVDC, 4.5 - 5.5V Input","The NME series of DC-DC Converters is particularly suited to isolating and/or converting DC power rails. The galvanic isolation allows the device to be configured to provide an isolated negative rail in systems where only positive rails exist. The wide temperature range guarantees startup from -40&deg;C and full 1 watt output at 85&deg;C2. For lower ripple, refer to output ripple reduction section. The NME series offers short circuit protection options (PC) across the operating temperature range. Short circuits of less than 1&#8486; cause the converter to enter a 'foldback'<sup>TM</sup> limiting mode such that the input current is approximately 95mA for 0505 variant. Protection is continuous and auto-resetting on removal of the short circuit.","5V 200mA, Isolated 1W Single Output DC-DC Converter 1kVDC, 4.5-5.5V Input"
NKA0303SC,,power_store_view,"&plusmn;3.3V &plusmn;152mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 2.97-3.63V Input","The NKA sub-miniature series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. The series offers smaller package size, improved effi ciency, lower output ripple and 3kVDC isolation capability through the use of state of the art packaging and technology. Ideally suited for providing dual rail supplies on primarily digital boards with the added benefi t of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.","&plusmn;3.3V &plusmn;152mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 2.97-3.63V Input"
NKA0305SC,,power_store_view,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 2.97-3.63V Input","The NKA sub-miniature series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. The series offers smaller package size, improved effi ciency, lower output ripple and 3kVDC isolation capability through the use of state of the art packaging and technology. Ideally suited for providing dual rail supplies on primarily digital boards with the added benefi t of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.","&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 2.97-3.63V Input"
NKA0312DC,,power_store_view,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 2.97-3.63V Input","The NKA sub-miniature series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. The series offers smaller package size, improved effi ciency, lower output ripple and 3kVDC isolation capability through the use of state of the art packaging and technology. Ideally suited for providing dual rail supplies on primarily digital boards with the added benefi t of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.","&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 2.97-3.63V Input"
NKA0312SC,,power_store_view,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 2.97-3.63V Input","The NKA sub-miniature series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. The series offers smaller package size, improved effi ciency, lower output ripple and 3kVDC isolation capability through the use of state of the art packaging and technology. Ideally suited for providing dual rail supplies on primarily digital boards with the added benefi t of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.","&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 2.97-3.63V Input"
NKA0315SC,,power_store_view,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 2.97-3.63V Input","The NKA sub-miniature series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. The series offers smaller package size, improved effi ciency, lower output ripple and 3kVDC isolation capability through the use of state of the art packaging and technology. Ideally suited for providing dual rail supplies on primarily digital boards with the added benefi t of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.","&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 2.97-3.63V Input"
NKA0503SC,,power_store_view,"&plusmn;3.3V &plusmn;152mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 4.5-5.5V Input","The NKA sub-miniature series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. The series offers smaller package size, improved effi ciency, lower output ripple and 3kVDC isolation capability through the use of state of the art packaging and technology. Ideally suited for providing dual rail supplies on primarily digital boards with the added benefi t of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.","&plusmn;3.3V &plusmn;152mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 4.5-5.5V Input"
NKA0505SC,,power_store_view,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 4.5-5.5V Input","The NKA sub-miniature series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. The series offers smaller package size, improved effi ciency, lower output ripple and 3kVDC isolation capability through the use of state of the art packaging and technology. Ideally suited for providing dual rail supplies on primarily digital boards with the added benefi t of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.","&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 4.5-5.5V Input"
NKA0509SC,,power_store_view,"&plusmn;9V &plusmn;56mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 4.5-5.5V Input","The NKA sub-miniature series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. The series offers smaller package size, improved effi ciency, lower output ripple and 3kVDC isolation capability through the use of state of the art packaging and technology. Ideally suited for providing dual rail supplies on primarily digital boards with the added benefi t of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.","&plusmn;9V &plusmn;56mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 4.5-5.5V Input"
NKA0512SC,,power_store_view,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 4.5-5.5V Input","The NKA sub-miniature series of industrial temperature range DC-DC converters are the standard building blocks for on-board distributed power systems. The series offers smaller package size, improved effi ciency, lower output ripple and 3kVDC isolation capability through the use of state of the art packaging and technology. Ideally suited for providing dual rail supplies on primarily digital boards with the added benefi t of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single pin provided the total load does not exceed 1 watt.","&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 3kVDC, DC-DC Converter, 4.5-5.5V Input"
