sku,name,store_view_code,short_description,dimension,dimensions_mm,line_regulation_max,load_regulation_max,i2out,output_power_total_w,series_description,total_output_power_w,errors
MTC2S1212MC,,power_store_view,,,,±0.2,±0.5,,,,,"Value for 'line_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'load_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
MTC2S2403MC,,power_store_view,,,,±0.2,±0.5,,,,,"Value for 'line_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'load_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
MTC2S2405MC,,power_store_view,,,,±0.2,±0.5,,,,,"Value for 'line_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'load_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
MTC2S2412MC,,power_store_view,,,,±0.2,±0.5,,,,,"Value for 'line_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'load_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
NCS3S1203SC,,power_store_view,,,,±0.5,±1,,,,,"Value for 'line_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'load_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
NCS3S1205SC,,power_store_view,,,,±0.5,±1,,,,,"Value for 'line_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'load_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
NCS3S1212SC,,power_store_view,,,,±0.5,±1,,,,,"Value for 'line_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'load_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
NCS3S1215SC,,power_store_view,,,,±0.5,±1,,,,,"Value for 'line_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'load_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
NCS3S4803SC,,power_store_view,,,,±0.5,±1,,,,,"Value for 'line_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'load_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
NCS3S4805SC,,power_store_view,,,,±0.5,±1,,,,,"Value for 'line_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'load_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
NCS3S4812SC,,power_store_view,,,,±0.5,±1,,,,,"Value for 'line_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'load_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
NCS3S4815SC,,power_store_view,,,,±0.5,±1,,,,,"Value for 'line_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin,Value for 'load_regulation_max' attribute contains incorrect value, see acceptable values on settings specified for Admin"
