sku,name,store_view_code,dimension,dimensions_mm,i1out,operating_temperature_range,total_output_power_w,v1out_vdc,v2out_vdc,vin_range,series,attribute_set_code,product_type,categories,product_websites,description,short_description,weight,product_online,tax_class_name,visibility,special_price,special_price_from_date,special_price_to_date,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,country_of_manufacture,as_tran_application,as_tran_depth_mm,as_tran_height_inch,as_tran_height_mm,as_tran_isolation_voltage_vrms,as_tran_mounting_option,as_tran_package_qty,as_tran_package_style,as_tran_package_weght_g,as_tran_turn_ratio,as_tran_turn_ratio_pri,as_tran_turn_ratio_sec,as_tran_turn_ratio_sec2,as_tran_type,as_tran_width_mm,brochure,case,case_drawing,case_material,cfc_cb_i,cfc_cb_m,cfc_d_i,cfc_ul_i,cfc_ul_m,cfc_vde_i,cmc_current_rating_madc,cmc_dc_resistance_max_mom,cmc_depth_mm,cmc_height_mm,cmc_inductance_nom_muh,cmc_mounting_option,cmc_width_mm,color,configurable_dpm,current_ratio_amps,current_shunt,current_transformer,data_sheet,daylight_readable,dc_current_max,dc_resistance,dc_resistance_max,dc_resistance_secondary_max,design_origin,digit_height_inch,digit_height_mm,display_type,dosa,efficiency,enable_googlecheckout,eol_date,face_dim_view,face_view,features,form_factor,humidity,i2out,i3out,i4out,input_current,input_impedance_mohm,isolation_vac,isolation_vdc,isolation_voltage,is_imported,is_recurring,line_regulation_max,load_regulation_max,location,loop_drop_v,manufacturer,max_leakage_inductance,measuring_condition,measuring_range,measurment_type,meter_back_view,meter_dim_view,mounting_type,number_of_digit,output_current_range,output_power_total_w,package_style,pard_typical,pcs_180mm,pcs_330mm,pc_board_view,pinout,pinout_drawning,power_supply_current_ma,power_supply_isolation,power_supply_type,power_supply_v,primary_inductance_typical,production_date,product_brief,product_status,p_tran_dc_resist_secondary_1,p_tran_dc_resist_secondary_2,quality,rated_current_a,rated_output_mv,recom_current_transformer_desc,recom_current_transformer_name,recom_shunt_2_desc,recom_shunt_2_name,recom_shunt_3_desc,recom_shunt_3_name,recom_shunt_desc,recom_shunt_name,recurring_profile,regional_availability,replacement_part,resistance_ohm_25,resolution_v,ripple_noise,rohs_5,rohs_6,rohs_exc_11,rohs_exc_34,rohs_exc_6a,rohs_exc_6c,rohs_exc_7a,rohs_exc_7b,rohs_exc_7c1,rohs_exc_7c2,rohs_exc_7c3,rohs_exc_8,series_description,series_headline,series_primary,series_status,series_type,shielding,shunt_high_mv,shunt_low_mv,ts_dimensions_height,ts_dimensions_length,ts_dimensions_width,turn_ratio,update_rate_samples_sec,v1in_regulated,v1out_range_vdc,v1out_vdc_number,v2in_regulated,v3out_vdc,v4out_vdc,vin_max,vin_min,vin_nominal,volt_time_product,weight_g,weight_oz,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id
D1U-W-1200-48-HA2C,D1U-W-1200-48-HA2C,,1U x 4.75 x 12,1U x 120.65 x 304.80,24.6,0 to 50,1200,48,5,90 to 264,N/A,AC/DC Power Supplies,simple,Default Category/Removed From Active Categories - status does not contain recommended,"power,murataps,base","AC/DC 1200 Watt, 48V Main Output, 5V Standby Output Front-End Power Supply","AC/DC 1200 Watt, 48V Main Output, 5V Standby Output Front-End Power Supply",0,1,Taxable Goods,Search,,,,,,,"1/18/14, 1:39 AM","1/7/19, 5:32 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/acdcsupplies/cps_d1u-1200-48-hx.pdf,,,,,,Murata Power Solutions,,,,,91,Yes,,,,,1U x 120.65 x 304.80,,4,,,,,,3000,,No,No,,,T,,,,,,,,,,,,1200,,480,,,,,,,,,,,,,Discontinued,,,"c-CSA-us (CSA 60950-1-03/UL 60950-1, First Edition)",,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,48,,,,264,90,,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
D1U-W-1200-48-HB1C,D1U-W-1200-48-HB1C,,1U x 4.75 x 12,1U x 120.65 x 304.80,24.6,0 to 50,1200,48,12,90 to 264,N/A,AC/DC Power Supplies,simple,Default Category/Removed From Active Categories - status does not contain recommended,"power,murataps,base","AC/DC 1200 Watt, 48V Main Output, 12V Standby Output Front-End Power Supply","AC/DC 1200 Watt, 48V Main Output, 12V Standby Output Front-End Power Supply",0,1,Taxable Goods,Search,,,,,,,"1/18/14, 1:39 AM","1/7/19, 5:32 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/acdcsupplies/cps_d1u-1200-48-hx.pdf,,,,,,Murata Power Solutions,,,,,90,Yes,,,,,1U x 120.65 x 304.80,,1.7,,,,,,3000,,No,No,,,T,,,,,,,,,,,,1200,,480,,,,,,,,,,,,,Discontinued,,,"c-CSA-us (CSA 60950-1-03/UL 60950-1, First Edition)",,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,,AC/DC Front End Power Supply + S1U Power Shelf,,,,,,,,,,,,,,48,,,,264,90,,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
D1U-W-1200-48-HB2C,D1U-W-1200-48-HB2C,,1U x 4.75 x 12,1U x 120.65 x 304.80,24.6,0 to 50,1200,48,12,90 to 264,N/A,AC/DC Power Supplies,simple,Default Category/Removed From Active Categories - status does not contain recommended,"power,murataps,base","AC/DC 1200 Watt, 48V Main Output, 12V Standby Output Front-End Power Supply","AC/DC 1200 Watt, 48V Main Output, 12V Standby Output Front-End Power Supply",0,1,Taxable Goods,Search,,,,,,,"1/18/14, 1:39 AM","1/7/19, 5:32 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/acdcsupplies/cps_d1u-1200-48-hx.pdf,,,,,,Murata Power Solutions,,,,,91,Yes,,,,,1U x 120.65 x 304.80,,1.7,,,,,,3000,,No,No,,,T,,,,,,,,,,,,1200,,480,,,,,,,,,,,,,Discontinued,,,"c-CSA-us (CSA 60950-1-03/UL 60950-1, First Edition)",,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,48,,,,264,90,,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
D1U-W-1200-48-HC1C,D1U-W-1200-48-HC1C,,1U x 4.75 x 12,1U x 120.65 x 304.80,24.6,0 to 50,1200,48,3.3,90 to 264,N/A,AC/DC Power Supplies,simple,Default Category/Removed From Active Categories - status does not contain recommended,"power,murataps,base","AC/DC 1200 Watt, 48V Main Output, 3.3V Standby Output Front-End Power Supply","AC/DC 1200 Watt, 48V Main Output, 3.3V Standby Output Front-End Power Supply",0,1,Taxable Goods,Search,,,,,,,"1/18/14, 1:39 AM","1/7/19, 5:32 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/acdcsupplies/cps_d1u-1200-48-hx.pdf,,,,,,Murata Power Solutions,,,,,90,Yes,,,,,1U x 120.65 x 304.80,,4.5,,,,,,3000,,No,No,,,T,,,,,,,,,,,,1200,,480,,,,,,,,,,,,,Discontinued,,,"c-CSA-us (CSA 60950-1-03/UL 60950-1, First Edition)",,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,,AC/DC Front End Power Supply + S1U Power Shelf,,,,,,,,,,,,,,48,,,,264,90,,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
D1U-W-1200-48-HC2C,D1U-W-1200-48-HC2C,,1U x 4.75 x 12,1U x 120.65 x 304.80,24.6,0 to 50,1200,48,3.3,90 to 264,N/A,AC/DC Power Supplies,simple,Default Category/Removed From Active Categories - status does not contain recommended,"power,murataps,base","AC/DC 1200 Watt, 48V Main Output, 3.3V Standby Output Front-End Power Supply","AC/DC 1200 Watt, 48V Main Output, 3.3V Standby Output Front-End Power Supply",0,1,Taxable Goods,Search,,,,,,,"1/18/14, 1:39 AM","1/7/19, 5:32 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/acdcsupplies/cps_d1u-1200-48-hx.pdf,,,,,,Murata Power Solutions,,,,,91,Yes,,,,,1U x 120.65 x 304.80,,4.5,,,,,,3000,,No,No,,,T,,,,,,,,,,,,1200,,480,,,,,,,,,,,,,Discontinued,,,"c-CSA-us (CSA 60950-1-03/UL 60950-1, First Edition)",,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,48,,,,264,90,,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
D1U-W-1600-12-HA1C,D1U-W-1600-12-HA1C,,1U x 4.75 x 12,1U x 120.65 x 304.80,131.6,0 to 50,1600,12,5,90 to 264,N/A,AC/DC Power Supplies,simple,Default Category/Removed From Active Categories - status does not contain recommended,"power,murataps,base","AC/DC 1600 Watt, 12V Main Output, 5V Standby Output Front-End Power Supply","AC/DC 1600 Watt, 12V Main Output, 5V Standby Output Front-End Power Supply",0,1,Taxable Goods,Search,,,,,,,"1/18/14, 1:39 AM","1/7/19, 5:32 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/acdcsupplies/cps_d1u-w-1600.pdf,,,,,,Murata Power Solutions,,,,,90,Yes,,,,,1U x 120.65 x 304.80,,4,,,,,,3000,,No,No,,,T,,,,,,,,,,,,1600,,120,,,,,,,,,,,,,Discontinued,,,"c-CSA-us (CSA 60950-1-03/UL 60950-1, First Edition)",,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,,AC/DC Front End Power Supply + S1U Power Shelf,,,,,,,,,,,,,,12,,,,264,90,,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
D1U-W-1600-12-HA2C,D1U-W-1600-12-HA2C,,1U x 4.75 x 12,1U x 120.65 x 304.80,131.6,0 to 50,1600,12,5,90 to 264,N/A,AC/DC Power Supplies,simple,Default Category/Removed From Active Categories - status does not contain recommended,"power,murataps,base","AC/DC 1600 Watt, 12V Main Output, 5V Standby Output Front-End Power Supply","AC/DC 1600 Watt, 12V Main Output, 5V Standby Output Front-End Power Supply",0,1,Taxable Goods,Search,,,,,,,"1/18/14, 1:39 AM","1/7/19, 5:32 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/acdcsupplies/cps_d1u-w-1600.pdf,,,,,,Murata Power Solutions,,,,,91,Yes,,,,,1U x 120.65 x 304.80,,4,,,,,,3000,,No,No,,,T,,,,,,,,,,,,1600,,120,,,,,,,,,,,,,Discontinued,,,"c-CSA-us (CSA 60950-1-03/UL 60950-1, First Edition)",,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,12,,,,264,90,,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
D1U-W-1600-12-HC1C,D1U-W-1600-12-HC1C,,1U x 4.75 x 12,1U x 120.65 x 304.80,131.6,0 to 50,1600,12,3.3,90 to 264,N/A,AC/DC Power Supplies,simple,Default Category/Removed From Active Categories - status does not contain recommended,"power,murataps,base","AC/DC 1600 Watt, 12V Main Output, 3.3V Standby Output Front-End Power Supply","AC/DC 1600 Watt, 12V Main Output, 3.3V Standby Output Front-End Power Supply",0,1,Taxable Goods,Search,,,,,,,"1/18/14, 1:39 AM","1/7/19, 5:32 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/acdcsupplies/cps_d1u-w-1600.pdf,,,,,,Murata Power Solutions,,,,,90,Yes,,,,,1U x 120.65 x 304.80,,6,,,,,,3000,,No,No,,,T,,,,,,,,,,,,1600,,120,,,,,,,,,,,,,Discontinued,,,"c-CSA-us (CSA 60950-1-03/UL 60950-1, First Edition)",,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,,AC/DC Front End Power Supply + S1U Power Shelf,,,,,,,,,,,,,,12,,,,264,90,,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
D1U-W-1600-12-HC2C,D1U-W-1600-12-HC2C,,1U x 4.75 x 12,1U x 120.65 x 304.80,131.6,0 to 50,1600,12,3.3,90 to 264,N/A,AC/DC Power Supplies,simple,Default Category/Removed From Active Categories - status does not contain recommended,"power,murataps,base","AC/DC 1600 Watt, 12V Main Output, 3.3V Standby Output Front-End Power Supply","AC/DC 1600 Watt, 12V Main Output, 3.3V Standby Output Front-End Power Supply",0,1,Taxable Goods,Search,,,,,,,"1/18/14, 1:39 AM","1/7/19, 5:32 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/acdcsupplies/cps_d1u-w-1600.pdf,,,,,,Murata Power Solutions,,,,,91,Yes,,,,,1U x 120.65 x 304.80,,6,,,,,,3000,,No,No,,,T,,,,,,,,,,,,1600,,120,,,,,,,,,,,,,Discontinued,,,"c-CSA-us (CSA 60950-1-03/UL 60950-1, First Edition)",,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,12,,,,264,90,,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
D1U-W-1600-48-HA1C,D1U-W-1600-48-HA1C,,1U x 4.75 x 12,1U x 120.65 x 304.80,33,0 to 50,1600,48,5,90 to 264,N/A,AC/DC Power Supplies,simple,Default Category/Removed From Active Categories - status does not contain recommended,"power,murataps,base","AC/DC 1600 Watt, 48V Main Output, 5V Standby Output Front-End Power Supply","AC/DC 1600 Watt, 48V Main Output, 5V Standby Output Front-End Power Supply",0,1,Taxable Goods,Search,,,,,,,"1/18/14, 1:39 AM","1/7/19, 5:32 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/acdcsupplies/cps_d1u-1600-48-hx.pdf,,,,,,Murata Power Solutions,,,,,90,Yes,,,,,1U x 120.65 x 304.80,,4,,,,,,3000,,No,No,,,T,,,,,,,,,,,,1600,,480,,,,,,,,,,,,,Discontinued,,,"c-CSA-us (CSA 60950-1-03/UL 60950-1, First Edition)",,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,,AC/DC Front End Power Supply + S1U Power Shelf,,,,,,,,,,,,,,48,,,,264,90,,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
D1U-W-1600-48-HA2C,D1U-W-1600-48-HA2C,,1U x 4.75 x 12,1U x 120.65 x 304.80,33,0 to 50,1620,48,5,90 to 264,N/A,AC/DC Power Supplies,simple,Default Category/Removed From Active Categories - status does not contain recommended,"power,murataps,base","AC-DC 1600 Watt, 48V Main Output, 5V Standby Output Front-End Power Supply with back to front airflow","AC-DC 1600 Watt, 48V Main Output, 5V Standby Output Front-End Power Supply with back to front airflow",0,1,Taxable Goods,Search,,,,,,,"1/18/14, 1:39 AM","1/7/19, 5:32 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/acdcsupplies/cps_d1u-1600-48-hx.pdf,,,,,,Murata Power Solutions,,,,,91,Yes,,,,,1U x 120.65 x 304.80,,4,,,,,,3000,,No,No,,,T,,,,,,,,,,,,1600,,1,,,,,,,,,,,,,To Be Discontinued,,,"c-CSA-us (CSA 60950-1-03/UL 60950-1, Second Edition)
TUV approval (Bauart) EN 60950-1:2001",,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,"The D1U-W-1600 is a 1600 Watt, power-factor-corrected (PFC) front-end power supply for hot-swapping redundant systems. The main output is 48V and standby output of either 12V, 5V or 3.3V. Packaged in 1U low profile, it is designed to deliver reliable bulk power to servers, workstations, storage systems or any 48V distributed power architecture systems requiring high power density. The highly efficient electrical and thermal design with internal cooling fans supports reliable operation conditions. The D1U-W-1600 is designed to auto-recover from over-temperature faults. Status information is provided with front panel LEDs, logic signals and I2C management interface. Three units can be packaged into a 19"" 1U power shelf to provide up to 4.8kW of power",,,,,,,,,,,,,,,48,,,,264,90,,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
D1U-W-1600-48-HB1C,D1U-W-1600-48-HB1C,,1U x 4.75 x 12,1U x 120.65 x 304.80,33,0 to 50,1600,48,12,90 to 264,N/A,AC/DC Power Supplies,simple,Default Category/Removed From Active Categories - status does not contain recommended,"power,murataps,base","AC/DC 1600 Watt, 48V Main Output, 12V Standby Output Front-End Power Supply","AC/DC 1600 Watt, 48V Main Output, 12V Standby Output Front-End Power Supply",0,1,Taxable Goods,Search,,,,,,,"1/18/14, 1:39 AM","1/7/19, 5:32 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/acdcsupplies/cps_d1u-1600-48-hx.pdf,,,,,,Murata Power Solutions,,,,,90,Yes,,,,,1U x 120.65 x 304.80,,1.7,,,,,,3000,,No,No,,,T,,,,,,,,,,,,1600,,480,,,,,,,,,,,,,Discontinued,,,"c-CSA-us (CSA 60950-1-03/UL 60950-1, First Edition)",,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,,AC/DC Front End Power Supply + S1U Power Shelf,,,,,,,,,,,,,,48,,,,264,90,,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
D1U-W-1600-48-HB2C,D1U-W-1600-48-HB2C,,1U x 4.75 x 12,1U x 120.65 x 304.80,33,0 to 50,1620.4,48,12,90 to 264,N/A,AC/DC Power Supplies,simple,Default Category/Removed From Active Categories - status does not contain recommended,"power,murataps,base","AC/DC 1600 Watt, 48V Main Output, 12V Standby Output Front-End Power Supply with back to front airflow","AC/DC 1600 Watt, 48V Main Output, 12V Standby Output Front-End Power Supply with back to front airflow",0,1,Taxable Goods,Search,,,,,,,"1/18/14, 1:39 AM","1/7/19, 5:32 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/acdcsupplies/cps_d1u-1600-48-hx.pdf,,,,,,Murata Power Solutions,,,,,91,Yes,,,,,1U x 120.65 x 304.80,,1.7,,,,,,3000,,No,No,,,T,,,,,,,,,,,,1600,,1,,,,,,,,,,,,,To Be Discontinued,,,"c-CSA-us (CSA 60950-1-03/UL 60950-1, Second Edition)
TUV approval (Bauart) EN 60950-1:2001",,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,"The D1U-W-1600 is a 1600 Watt, power-factor-corrected (PFC) front-end power supply for hot-swapping redundant systems. The main output is 48V and standby output of either 12V, 5V or 3.3V. Packaged in 1U low profile, it is designed to deliver reliable bulk power to servers, workstations, storage systems or any 48V distributed power architecture systems requiring high power density. The highly efficient electrical and thermal design with internal cooling fans supports reliable operation conditions. The D1U-W-1600 is designed to auto-recover from over-temperature faults. Status information is provided with front panel LEDs, logic signals and I2C management interface. Three units can be packaged into a 19"" 1U power shelf to provide up to 4.8kW of power",,,,,,,,,,,,,,,48,,,,264,90,,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
D1U-W-1600-48-HC1C,D1U-W-1600-48-HC1C,,1U x 4.75 x 12,1U x 120.65 x 304.80,33,0 to 50,1600,48,3.3,90 to 264,N/A,AC/DC Power Supplies,simple,Default Category/Removed From Active Categories - status does not contain recommended,"power,murataps,base","AC/DC 1600 Watt, 48V Main Output, 3.3V Standby Output Front-End Power Supply","AC/DC 1600 Watt, 48V Main Output, 3.3V Standby Output Front-End Power Supply",0,1,Taxable Goods,Search,,,,,,,"1/18/14, 1:39 AM","1/7/19, 5:32 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/acdcsupplies/cps_d1u-1600-48-hx.pdf,,,,,,Murata Power Solutions,,,,,90,Yes,,,,,1U x 120.65 x 304.80,,4.5,,,,,,3000,,No,No,,,T,,,,,,,,,,,,1600,,480,,,,,,,,,,,,,Discontinued,,,"c-CSA-us (CSA 60950-1-03/UL 60950-1, First Edition)",,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,,AC/DC Front End Power Supply + S1U Power Shelf,,,,,,,,,,,,,,48,,,,264,90,,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
D1U-W-1600-48-HC2C,D1U-W-1600-48-HC2C,,1U x 4.75 x 12,1U x 120.65 x 304.80,33,0 to 50,1600,48,3.3,90 to 264,N/A,AC/DC Power Supplies,simple,Default Category/Removed From Active Categories - status does not contain recommended,"power,murataps,base","AC/DC 1600 Watt, 48V Main Output, 3.3V Standby Output Front-End Power Supply","AC/DC 1600 Watt, 48V Main Output, 3.3V Standby Output Front-End Power Supply",0,1,Taxable Goods,Search,,,,,,,"1/18/14, 1:39 AM","1/7/19, 5:32 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/acdcsupplies/cps_d1u-1600-48-hx.pdf,,,,,,Murata Power Solutions,,,,,91,Yes,,,,,1U x 120.65 x 304.80,,4.5,,,,,,3000,,No,No,,,T,,,,,,,,,,,,1600,,480,,,,,,,,,,,,,Discontinued,,,"c-CSA-us (CSA 60950-1-03/UL 60950-1, First Edition)",,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,48,,,,264,90,,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
D1U-W-2000-48-HA2C,D1U-W-2000-48-HA2C,,1U x 4.75 x 12,1U x 120.65 x 304.80,41.3,0 to 50,2002.4,48,5,90 to 264,N/A,AC/DC Power Supplies,simple,Default Category/Removed From Active Categories - status does not contain recommended,"power,murataps,base","AC-DC 2000 Watt, 48V Main Output, 5V Standby Output Front-End Power Supply with back to front airflow","AC-DC 2000 Watt, 48V Main Output, 5V Standby Output Front-End Power Supply with back to front airflow",0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:39 AM","1/7/19, 5:32 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/acdcsupplies/cps_d1u-2000-48-hx.pdf,,,,,,Murata Power Solutions,,,,,91,Yes,,,,,1U x 120.65 x 304.80,,4,,,,,,3000,,No,No,,,T,,,,,,,,,,,,2000,,1,,,,,,,,,,,,,In Production,,,"c-CSA-us (CSA 60950-1-03/UL 60950-1, Second Edition)
TUV approval (Bauart) EN 60950-1:2001",,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,"The D1U-W-2000 is a 2000 Watt, power-factor-corrected (PFC) front-end power supply for hot-swapping redundant systems. The main output is 48V and standby output of either 12V, 5V or 3.3V. Packaged in 1U low profile, it is designed to deliver reliable bulk power to servers, workstations, storage systems or any 48V distributed power architecture systems requiring high power density. The highly efficient electrical and thermal design with internal cooling fans supports reliable operation conditions. The D1U-W-2000 is designed to auto-recover from over-temperature faults. Status information is provided with front panel LEDs, logic signals and I2C management interface. Three units can be packaged into a 19"" 1U power shelf to provide up to 6.0kW of power",120mm Front End AC-DC Power Supply,,,,,,,,,,,,,,48,,,,264,90,,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
D1U-W-2000-48-HB2C,D1U-W-2000-48-HB2C,,1U x 4.75 x 12,1U x 120.65 x 304.80,41.3,0 to 50,2002.8,48,12,90 to 264,N/A,AC/DC Power Supplies,simple,Default Category/Removed From Active Categories - status does not contain recommended,"power,murataps,base","AC-DC 2000 Watt, 48V Main Output, 12V Standby Output Front-End Power Supply with back to front airflow","AC-DC 2000 Watt, 48V Main Output, 12V Standby Output Front-End Power Supply with back to front airflow",0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:39 AM","1/7/19, 5:32 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/acdcsupplies/cps_d1u-2000-48-hx.pdf,,,,,,Murata Power Solutions,,,,,91,Yes,,,,,1U x 120.65 x 304.80,,1.7,,,,,,3000,,No,No,,,T,,,,,,,,,,,,2000,,1,,,,,,,,,,,,,To Be Discontinued,,,"c-CSA-us (CSA 60950-1-03/UL 60950-1, Second Edition)
TUV approval (Bauart) EN 60950-1:2001",,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,"The D1U-W-2000 is a 2000 Watt, power-factor-corrected (PFC) front-end power supply for hot-swapping redundant systems. The main output is 48V and standby output of either 12V, 5V or 3.3V. Packaged in 1U low profile, it is designed to deliver reliable bulk power to servers, workstations, storage systems or any 48V distributed power architecture systems requiring high power density. The highly efficient electrical and thermal design with internal cooling fans supports reliable operation conditions. The D1U-W-2000 is designed to auto-recover from over-temperature faults. Status information is provided with front panel LEDs, logic signals and I2C management interface. Three units can be packaged into a 19"" 1U power shelf to provide up to 6.0kW of power",120mm Front End AC-DC Power Supply,,,,,,,,,,,,,,48,,,,264,90,,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
