sku,store_view_code,description,series_description,short_description
NCM6D1205C,,"&plusmn;5V &plusmn;0.6A, Isolated 6W Wide Input Dual Output DC-DC Converter 5.2kVDC, 9-36V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","&plusmn;5V &plusmn;0.6A, Isolated 6W Wide Input Dual Output 5.2kVDC, DC-DC Converter, 9-36V Input"
NCM6D1205EC,,"&plusmn;5V &plusmn;0.6A, Isolated 6W Wide Input Dual Output DC-DC Converter 5.2kVDC, 9-36V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","&plusmn;5V &plusmn;0.6A, Isolated 6W Wide Input Dual Output 5.2kVDC, DC-DC Converter, 9-36V Input"
NCM6D1212C,,"&plusmn;12V &plusmn;0.25A, Isolated 6W Wide Input Dual Output DC-DC Converter 5.2kVDC, 9-36V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","&plusmn;12V &plusmn;0.25A, Isolated 6W Wide Input Dual Output 5.2kVDC, DC-DC Converter, 9-36V Input"
NCM6D1212EC,,"&plusmn;12V &plusmn;0.25A, Isolated 6W Wide Input Dual Output DC-DC Converter 5.2kVDC, 9-36V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","&plusmn;12V &plusmn;0.25A, Isolated 6W Wide Input Dual Output 5.2kVDC, DC-DC Converter, 9-36V Input"
NCM6D1215C,,"&plusmn;15V &plusmn;0.2A, Isolated 6W Wide Input Dual Output DC-DC Converter 5.2kVDC, 9-36V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","&plusmn;15V &plusmn;0.2A, Isolated 6W Wide Input Dual Output 5.2kVDC, DC-DC Converter, 9-36V Input"
NCM6D1215EC,,"&plusmn;15V &plusmn;0.2A, Isolated 6W Wide Input Dual Output DC-DC Converter 5.2kVDC, 9-36V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","&plusmn;15V &plusmn;0.2A, Isolated 6W Wide Input Dual Output 5.2kVDC, DC-DC Converter, 9-36V Input"
NCM6D4805C,,"&plusmn;5V &plusmn;0.6A, Isolated 6W Wide Input Dual Output DC-DC Converter 5.2kVDC, 18-75V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","&plusmn;5V &plusmn;0.6A, Isolated 6W Wide Input Dual Output 5.2kVDC, DC-DC Converter, 18-75V Input"
NCM6D4805EC,,"&plusmn;5V &plusmn;0.6A, Isolated 6W Wide Input Dual Output DC-DC Converter 5.2kVDC, 18-75V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","&plusmn;5V &plusmn;0.6A, Isolated 6W Wide Input Dual Output 5.2kVDC, DC-DC Converter, 18-75V Input"
NCM6D4812C,,"&plusmn;12V &plusmn;0.25A, Isolated 6W Wide Input Dual Output DC-DC Converter 5.2kVDC, 18-75V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","&plusmn;12V &plusmn;0.25A, Isolated 6W Wide Input Dual Output 5.2kVDC, DC-DC Converter, 18-75V Input"
NCM6D4812EC,,"&plusmn;12V &plusmn;0.25A, Isolated 6W Wide Input Dual Output DC-DC Converter 5.2kVDC, 18-75V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","&plusmn;12V &plusmn;0.25A, Isolated 6W Wide Input Dual Output 5.2kVDC, DC-DC Converter, 18-75V Input"
NCM6D4815C,,"&plusmn;15V &plusmn;0.2A, Isolated 6W Wide Input Dual Output DC-DC Converter 5.2kVDC, 18-75V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","&plusmn;15V &plusmn;0.2A, Isolated 6W Wide Input Dual Output 5.2kVDC, DC-DC Converter, 18-75V Input"
NCM6D4815EC,,"&plusmn;15V &plusmn;0.2A, Isolated 6W Wide Input Dual Output DC-DC Converter 5.2kVDC, 18-75V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","&plusmn;15V &plusmn;0.2A, Isolated 6W Wide Input Dual Output 5.2kVDC, DC-DC Converter, 18-75V Input"
NCM6S0503C,,"3.3V 1.52A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 4.5-9V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","3.3V 1.52A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 4.5-9V Input"
NCM6S0503EC,,"3.3V 1.52A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 4.5-9V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","3.3V 1.52A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 18-75V Input"
NCM6S0505C,,"5V 1.2A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 4.5-9V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","5V 1.2A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 4.5-9V Input"
NCM6S0505EC,,"5V 1.2A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 4.5-9V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","5V 1.2A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 18-75V Input"
NCM6S0512C,,"12V 0.5A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 4.5-9V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","12V 0.5A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 4.5-9V Input"
NCM6S0512EC,,"12V 0.5A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 4.5-9V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","12V 0.5A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 18-75V Input"
NCM6S0515C,,"15V 0.4A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 4.5-9V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","15V 0.4A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 4.5-9V Input"
NCM6S0515EC,,"15V 0.4A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 4.5-9V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","15V 0.4A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 18-75V Input"
NCM6S1203C,,"3.3V 1.52A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 9-36V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","3.3V 1.52A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 9-36V Input"
NCM6S1203EC,,"3.3V 1.52A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 9-36V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","3.3V 1.52A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 4.5-9V Input"
NCM6S1205C,,"5V 1.2A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 9-36V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","5V 1.2A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 9-36V Input"
NCM6S1205EC,,"5V 1.2A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 9-36V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","5V 1.2A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 4.5-9V Input"
NCM6S1212C,,"12V 0.5A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 9-36V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","12V 0.5A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 9-36V Input"
NCM6S1212EC,,"12V 0.5A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 9-36V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","12V 0.5A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 4.5-9V Input"
NCM6S1215C,,"15V 0.4A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 9-36V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","15V 0.4A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 9-36V Input"
NCM6S1215EC,,"15V 0.4A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 9-36V Input","The NCM6 series of DC-DC converters offers single & dual output voltages from wide input voltage ranges ranges of 4.5-9, 9-36V & 18-75V. The NCM6 is housed in an industry standard package with a standard pinout. The NCM6 is encapsulated for superior thermal performance. Applications include medical, telecommunication battery powered systems, process control and distributed power systems.","15V 0.4A, Isolated 6W Wide Input Single Output 5.2kVDC, DC-DC Converter, 4.5-9V Input"
NCS12D1205C,,"&plusmn;5V &plusmn;1.2A, Isolated 12W Dual Output 1.5kVDC, DC-DC Converter, 9-36V Input","The NCS12 series of DC-DC converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS12 is housed in an industry standard package with a standard pinout. The NCS12 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","&plusmn;5V &plusmn;1.2A, Isolated 12W Dual Output 1.5kVDC, DC-DC Converter, 9-36V Input"
NCS12D1212C,,"&plusmn;12V &plusmn;0.5A, Isolated 12W Dual Output 1.5kVDC, DC-DC Converter, 9-36V Input","The NCS12 series of DC-DC converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS12 is housed in an industry standard package with a standard pinout. The NCS12 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","&plusmn;12V &plusmn;0.5A, Isolated 12W Dual Output 1.5kVDC, DC-DC Converter, 9-36V Input"
NCS12D1215C,,"&plusmn;15V &plusmn;0.4A, Isolated 12W Dual Output 1.5kVDC, DC-DC Converter, 9-36V Input","The NCS12 series of DC-DC converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS12 is housed in an industry standard package with a standard pinout. The NCS12 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","&plusmn;15V &plusmn;0.4A, Isolated 12W Dual Output 1.5kVDC, DC-DC Converter, 9-36V Input"
NCS12S1203C,,"3.3V 3.64A, Isolated 12W Single Output 1.5kVDC, DC-DC Converter, 9-36V Input","The NCS12 series of DC-DC converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS12 is housed in an industry standard package with a standard pinout. The NCS12 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","3.3V 3.64A, Isolated 12W Single Output 1.5kVDC, DC-DC Converter, 9-36V Input"
NCS12S1205C,,"5V 2.4A, Isolated 12W Single Output 1.5kVDC, DC-DC Converter, 9-36V Input","The NCS12 series of DC-DC converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS12 is housed in an industry standard package with a standard pinout. The NCS12 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","5V 2.4A, Isolated 12W Single Output 1.5kVDC, DC-DC Converter, 9-36V Input"
NCS12S1212C,,"12V 1A, Isolated 12W Single Output 1.5kVDC, DC-DC Converter, 9-36V Input","The NCS12 series of DC-DC converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS12 is housed in an industry standard package with a standard pinout. The NCS12 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","12V 1A, Isolated 12W Single Output 1.5kVDC, DC-DC Converter, 9-36V Input"
NCS12S1215C,,"15V 0.8A, Isolated 12W Single Output 1.5kVDC, DC-DC Converter, 9-36V Input","The NCS12 series of DC-DC converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS12 is housed in an industry standard package with a standard pinout. The NCS12 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","15V 0.8A, Isolated 12W Single Output 1.5kVDC, DC-DC Converter, 9-36V Input"
NCS1S1203SC,,"3.3V 303mA, Isolated 1W Single Output 1kVDC, DC-DC Converter, 4.5-18V Input","The NCS1 series of DC-DC converters offers single output voltages from input ranges of 4.5-18V and 9-36V. The NCS1 is housed in an industry standard package with a standard pinout. Applications include telecommunications
, battery powered systems, process control and distributed power systems.","3.3V 303mA, Isolated 1W Single Output 1kVDC, DC-DC Converter, 4.5-18V Input"
NCS1S1205SC,,"5V 200mA, Isolated 1W Single Output 1kVDC, DC-DC Converter, 4.5-18V Input","The NCS1 series of DC-DC converters offers single output voltages from input ranges of 4.5-18V and 9-36V. The NCS1 is housed in an industry standard package with a standard pinout. Applications include telecommunications
, battery powered systems, process control and distributed power systems.","5V 200mA, Isolated 1W Single Output 1kVDC, DC-DC Converter, 4.5-18V Input"
NCS1S1212SC,,"12V 83mA, Isolated 1W Single Output 1kVDC, DC-DC Converter, 4.5-18V Input","The NCS1 series of DC-DC converters offers single output voltages from input ranges of 4.5-18V and 9-36V. The NCS1 is housed in an industry standard package with a standard pinout. Applications include telecommunications
, battery powered systems, process control and distributed power systems.","12V 83mA, Isolated 1W Single Output 1kVDC, DC-DC Converter, 4.5-18V Input"
NCS1S2403SC,,"3.3V 303mA, Isolated 1W Single Output 1kVDC, DC-DC Converter, 9-36V Input","The NCS1 series of DC-DC converters offers single output voltages from input ranges of 4.5-18V and 9-36V. The NCS1 is housed in an industry standard package with a standard pinout. Applications include telecommunications
, battery powered systems, process control and distributed power systems.","3.3V 303mA, Isolated 1W Single Output 1kVDC, DC-DC Converter, 9-36V Input"
NCS1S2405SC,,"5V 200mA, Isolated 1W Single Output 1kVDC, DC-DC Converter, 9-36V Input","The NCS1 series of DC-DC converters offers single output voltages from input ranges of 4.5-18V and 9-36V. The NCS1 is housed in an industry standard package with a standard pinout. Applications include telecommunications
, battery powered systems, process control and distributed power systems.","5V 200mA, Isolated 1W Single Output 1kVDC, DC-DC Converter, 9-36V Input"
NCS1S2412SC,,"12V 83mA, Isolated 1W Single Output 1kVDC, DC-DC Converter, 9-36V Input","The NCS1 series of DC-DC converters offers single output voltages from input ranges of 4.5-18V and 9-36V. The NCS1 is housed in an industry standard package with a standard pinout. Applications include telecommunications
, battery powered systems, process control and distributed power systems.","12V 83mA, Isolated 1W Single Output 1kVDC, DC-DC Converter, 9-36V Input"
NCS3S1203SC,,"3.3V 700mA, Isolated 3W Single Output 1.5kVDC DC-DC Converter, 9-36V Input","The NCS3 series of DC-DC converters offers a single output voltage from input voltage ranges of 9-36V and 18-75V. The NCS3 is housed in an industry standard package with a standard pinout. Applications include telecommunications, battery powered systems, process control and distributed power systems.","3.3V 700mA, Isolated 3W Single Output 1.5kVDC DC-DC Converter, 9-36V Input"
NCS3S1205SC,,"5V 600mA, Isolated 3W Single Output 1.5kVDC DC-DC Converter, 9-36V Input","The NCS3 series of DC-DC converters offers a single output voltage from input voltage ranges of 9-36V and 18-75V. The NCS3 is housed in an industry standard package with a standard pinout. Applications include telecommunications, battery powered systems, process control and distributed power systems.","5V 600mA, Isolated 3W Single Output 1.5kVDC DC-DC Converter, 9-36V Input"
NCS3S1212SC,,"12V 250mA, Isolated 3W Single Output 1.5kVDC DC-DC Converter, 9-36V Input","The NCS3 series of DC-DC converters offers a single output voltage from input voltage ranges of 9-36V and 18-75V. The NCS3 is housed in an industry standard package with a standard pinout. Applications include telecommunications, battery powered systems, process control and distributed power systems.","12V 250mA, Isolated 3W Single Output 1.5kVDC DC-DC Converter, 9-36V Input"
NCS3S1215SC,,"15V 200mA, Isolated 3W Single Output 1.5kVDC DC-DC Converter, 9-36V Input","The NCS3 series of DC-DC converters offers a single output voltage from input voltage ranges of 9-36V and 18-75V. The NCS3 is housed in an industry standard package with a standard pinout. Applications include telecommunications, battery powered systems, process control and distributed power systems.","15V 200mA, Isolated 3W Single Output 1.5kVDC DC-DC Converter, 9-36V Input"
NCS3S4803SC,,"3.3V 700mA, Isolated 3W Single Output 1.5kVDC DC-DC Converter, 18-75V Input","The NCS3 series of DC-DC converters offers a single output voltage from input voltage ranges of 9-36V and 18-75V. The NCS3 is housed in an industry standard package with a standard pinout. Applications include telecommunications, battery powered systems, process control and distributed power systems.","3.3V 700mA, Isolated 3W Single Output 1.5kVDC DC-DC Converter, 18-75V Input"
NCS3S4805SC,,"5V 600mA, Isolated 3W Single Output 1.5kVDC DC-DC Converter, 18-75V Input","The NCS3 series of DC-DC converters offers a single output voltage from input voltage ranges of 9-36V and 18-75V. The NCS3 is housed in an industry standard package with a standard pinout. Applications include telecommunications, battery powered systems, process control and distributed power systems.","5V 600mA, Isolated 3W Single Output 1.5kVDC DC-DC Converter, 18-75V Input"
NCS3S4812SC,,"12V 250mA, Isolated 3W Single Output 1.5kVDC DC-DC Converter, 18-75V Input","The NCS3 series of DC-DC converters offers a single output voltage from input voltage ranges of 9-36V and 18-75V. The NCS3 is housed in an industry standard package with a standard pinout. Applications include telecommunications, battery powered systems, process control and distributed power systems.","12V 250mA, Isolated 3W Single Output 1.5kVDC DC-DC Converter, 18-75V Input"
NCS3S4815SC,,"15V 200mA, Isolated 3W Single Output 1.5kVDC DC-DC Converter, 18-75V Input","The NCS3 series of DC-DC converters offers a single output voltage from input voltage ranges of 9-36V and 18-75V. The NCS3 is housed in an industry standard package with a standard pinout. Applications include telecommunications, battery powered systems, process control and distributed power systems.","15V 200mA, Isolated 3W Single Output 1.5kVDC DC-DC Converter, 18-75V Input"
NCS6D1205C,,"&plusmn;5VA &plusmn;0.6A, Isolated 6W Dual Output 1.5kVDC, DC-DC Converter, 9-36V input","The NCS6 series of DC-DC Converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS6 is housed in an industry standard package with a standard pinout. The NCS6 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","&plusmn;5VA &plusmn;0.6A, Isolated 6W Dual Output 1.5kVDC, DC-DC Converter, 9-36V input"
NCS6D1212C,,"&plusmn;12V &plusmn;0.25A, Isolated 6W Dual Output 1.5kVDC, DC-DC Converter, 9-36V input","The NCS6 series of DC-DC Converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS6 is housed in an industry standard package with a standard pinout. The NCS6 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","&plusmn;12V &plusmn;0.25A, Isolated 6W Dual Output 1.5kVDC, DC-DC Converter, 9-36V input"
NCS6D1215C,,"&plusmn;15V &plusmn;0.2A, Isolated 6W Dual Output 1.5kVDC, DC-DC Converter, 9-36V input","The NCS6 series of DC-DC Converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS6 is housed in an industry standard package with a standard pinout. The NCS6 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","&plusmn;15V &plusmn;0.2A, Isolated 6W Dual Output 1.5kVDC, DC-DC Converter, 9-36V input"
NCS6D4805C,,"&plusmn;5V &plusmn;0.6A, Isolated 6W Dual Output 1.5kVDC, DC-DC Converter, 18-75V input","The NCS6 series of DC-DC Converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS6 is housed in an industry standard package with a standard pinout. The NCS6 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","&plusmn;5V &plusmn;0.6A, Isolated 6W Dual Output 1.5kVDC, DC-DC Converter, 18-75V input"
NCS6D4812C,,"&plusmn;12V &plusmn;0.25A, Isolated 6W Dual Output 1.5kVDC, DC-DC Converter, 18-75V input","The NCS6 series of DC-DC Converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS6 is housed in an industry standard package with a standard pinout. The NCS6 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","&plusmn;12V &plusmn;0.25A, Isolated 6W Dual Output 1.5kVDC, DC-DC Converter, 18-75V input"
NCS6D4815C,,"&plusmn;15V &plusmn;0.2A, Isolated 6W Dual Output 1.5kVDC, DC-DC Converter, 18-75V input","The NCS6 series of DC-DC Converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS6 is housed in an industry standard package with a standard pinout. The NCS6 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","&plusmn;15V &plusmn;0.2A, Isolated 6W Dual Output 1.5kVDC, DC-DC Converter, 18-75V input"
NCS6S1203C,,"3.3V 1.52A, Isolated 6W Single Output 1.5kVDC, DC-DC Converter, 9-36V input","The NCS6 series of DC-DC Converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS6 is housed in an industry standard package with a standard pinout. The NCS6 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","3.3V 1.52A, Isolated 6W Single Output 1.5kVDC, DC-DC Converter, 9-36V input"
NCS6S1205C,,"5V 1.2A, Isolated 6W Single Output 1.5kVDC, DC-DC Converter, 9-36V input","The NCS6 series of DC-DC Converters offers single & dual output voltages from input voltage ranges of 9-36V and 18-75V. The NCS6 is housed in an industry standard package with a standard pinout. The NCS6 is packaged in a metal case for improved EMI shielding and is also encapsulated for superior thermal performance. Applications include telecommunications, battery powered systems, process control and distributed power systems.","5V 1.2A, Isolated 6W Single Output 1.5kVDC, DC-DC Converter, 9-36V input"
